"SEQID","CREDATE","GOODSID","PLACEPOINTID","XXSL"
"188916","","5200","192153","2"
"192119","","5200","137916","2"
"195299","","5200","34078","2"
"196357","","5200","208438","2"
"187773","2022/10/19 10:48:05","5200","","2"
"191057","","5200","66533","2"
"193179","","5200","66134","2"
"194239","","5200","66052","2"
"187217","2022/10/19 10:48:05","5213","","2"
"197420","","5226","160172","2"
"198460","2023/5/30 16:25:00","5226","","2"
"188917","","5226","192153","2"
"192120","","5226","137916","2"
"195300","","5226","34078","2"
"187419","2022/10/19 10:48:05","5226","","2"
"196358","","5226","208438","2"
"191058","","5226","66533","2"
"15192","2021/3/31 14:29:58","5226","137950","1"
"15988","2021/3/31 14:29:58","5226","172511","1"
"15590","2021/3/31 14:29:58","5226","157277","1"
"14396","2021/3/31 14:29:58","5226","78799","2"
"13998","2021/3/31 14:29:58","5226","75477","2"
"14794","2021/3/31 14:29:58","5226","107636","2"
"12008","2021/3/31 14:29:58","5226","40547","2"
"12804","2021/3/31 14:29:58","5226","75378","2"
"13600","2021/3/31 14:29:58","5226","75443","2"
"13202","2021/3/31 14:29:58","5226","75442","2"
"12406","2021/3/31 14:29:58","5226","63679","2"
"193180","","5226","66134","2"
"194240","","5226","66052","2"
"11610","2021/3/31 14:29:58","5226","35344","2"
"197421","","5244","160172","2"
"188918","","5244","192153","2"
"192121","","5244","137916","2"
"195301","","5244","34078","2"
"196359","","5244","208438","2"
"191059","","5244","66533","2"
"193181","","5244","66134","2"
"194241","","5244","66052","2"
"187775","2022/10/19 10:48:05","5247","","2"
"15224","2021/3/31 14:29:58","5247","137950","1"
"16020","2021/3/31 14:29:58","5247","172511","1"
"15622","2021/3/31 14:29:58","5247","157277","1"
"14428","2021/3/31 14:29:58","5247","78799","2"
"14030","2021/3/31 14:29:58","5247","75477","2"
"13632","2021/3/31 14:29:58","5247","75443","2"
"14826","2021/3/31 14:29:58","5247","107636","2"
"12040","2021/3/31 14:29:58","5247","40547","2"
"12836","2021/3/31 14:29:58","5247","75378","2"
"13234","2021/3/31 14:29:58","5247","75442","2"
"12438","2021/3/31 14:29:58","5247","63679","2"
"11642","2021/3/31 14:29:58","5247","35344","2"
"187776","2022/10/19 10:48:05","5275","","2"
"197422","","5285","160172","2"
"198594","2023/5/30 16:25:00","5285","","2"
"188919","","5285","192153","2"
"192122","","5285","137916","2"
"195302","","5285","34078","2"
"196360","","5285","208438","2"
"187777","2022/10/19 10:48:05","5285","","2"
"191060","","5285","66533","2"
"16224","2021/3/31 14:29:58","5285","172511","1"
"15826","2021/3/31 14:29:58","5285","157277","1"
"15428","2021/3/31 14:29:58","5285","137950","1"
"14234","2021/3/31 14:29:58","5285","75477","2"
"13836","2021/3/31 14:29:58","5285","75443","2"
"15030","2021/3/31 14:29:58","5285","107636","2"
"14632","2021/3/31 14:29:58","5285","78799","2"
"13040","2021/3/31 14:29:58","5285","75378","2"
"12642","2021/3/31 14:29:58","5285","63679","2"
"13438","2021/3/31 14:29:58","5285","75442","2"
"12244","2021/3/31 14:29:58","5285","40547","2"
"11846","2021/3/31 14:29:58","5285","35344","2"
"193182","","5285","66134","2"
"194242","","5285","66052","2"
"187778","2022/10/19 10:48:05","5313","","2"
"187456","2022/10/19 10:48:05","5317","","2"
"187779","2022/10/19 10:48:05","5318","","2"
"187243","2022/10/19 10:48:05","5319","","2"
"187515","2022/10/19 10:48:05","5320","","1"
"197423","","5434","160172","2"
"188920","","5434","192153","2"
"192123","","5434","137916","2"
"195303","","5434","34078","2"
"196361","","5434","208438","2"
"191061","","5434","66533","2"
"193183","","5434","66134","2"
"194243","","5434","66052","2"
"197424","","5456","160172","2"
"188921","","5456","192153","2"
"192124","","5456","137916","2"
"195304","","5456","34078","2"
"196362","","5456","208438","2"
"191062","","5456","66533","2"
"193184","","5456","66134","2"
"194244","","5456","66052","2"
"197425","","5460","160172","2"
"188922","","5460","192153","2"
"192125","","5460","137916","2"
"195305","","5460","34078","2"
"196363","","5460","208438","2"
"191063","","5460","66533","2"
"193185","","5460","66134","2"
"194245","","5460","66052","2"
"198590","2023/5/30 16:25:00","5468","","2"
"187529","2022/10/19 10:48:05","5468","","2"
"197426","","5475","160172","2"
"198592","2023/5/30 16:25:00","5475","","2"
"188923","","5475","192153","2"
"192126","","5475","137916","2"
"195306","","5475","34078","2"
"187528","2022/10/19 10:48:05","5475","","2"
"196364","","5475","208438","2"
"191064","","5475","66533","2"
"16152","2021/3/31 14:29:58","5475","172511","1"
"15754","2021/3/31 14:29:58","5475","157277","1"
"15356","2021/3/31 14:29:58","5475","137950","1"
"14162","2021/3/31 14:29:58","5475","75477","2"
"13764","2021/3/31 14:29:58","5475","75443","2"
"14958","2021/3/31 14:29:58","5475","107636","2"
"14560","2021/3/31 14:29:58","5475","78799","2"
"12968","2021/3/31 14:29:58","5475","75378","2"
"12570","2021/3/31 14:29:58","5475","63679","2"
"13366","2021/3/31 14:29:58","5475","75442","2"
"12172","2021/3/31 14:29:58","5475","40547","2"
"11774","2021/3/31 14:29:58","5475","35344","2"
"193186","","5475","66134","2"
"194246","","5475","66052","2"
"187514","2022/10/19 10:48:05","5480","","2"
"197427","","5510","160172","2"
"188924","","5510","192153","2"
"192127","","5510","137916","2"
"195307","","5510","34078","2"
"196365","","5510","208438","2"
"187780","2022/10/19 10:48:05","5510","","2"
"191065","","5510","66533","2"
"193187","","5510","66134","2"
"194247","","5510","66052","2"
"197428","","5516","160172","2"
"198746","2023/5/30 16:25:00","5516","","2"
"188925","","5516","192153","2"
"192128","","5516","137916","2"
"195308","","5516","34078","2"
"196366","","5516","208438","2"
"187781","2022/10/19 10:48:05","5516","","2"
"191066","","5516","66533","2"
"193188","","5516","66134","2"
"194248","","5516","66052","2"
"197429","","5574","160172","2"
"188926","","5574","192153","2"
"192129","","5574","137916","2"
"195309","","5574","34078","2"
"196367","","5574","208438","2"
"187782","2022/10/19 10:48:05","5574","","2"
"191067","","5574","66533","2"
"193189","","5574","66134","2"
"194249","","5574","66052","2"
"197430","","5576","160172","2"
"188927","","5576","192153","2"
"192130","","5576","137916","2"
"195310","","5576","34078","2"
"196368","","5576","208438","2"
"191068","","5576","66533","2"
"193190","","5576","66134","2"
"194250","","5576","66052","2"
"197431","","5580","160172","2"
"198849","2023/5/30 16:25:00","5580","","1"
"188928","","5580","192153","2"
"192131","","5580","137916","2"
"195311","","5580","34078","2"
"196369","","5580","208438","2"
"191069","","5580","66533","2"
"193191","","5580","66134","2"
"194251","","5580","66052","2"
"187783","2022/10/19 10:48:05","5624","","2"
"197432","","5644","160172","2"
"188929","","5644","192153","2"
"192132","","5644","137916","2"
"195312","","5644","34078","2"
"196370","","5644","208438","2"
"191070","","5644","66533","2"
"193192","","5644","66134","2"
"194252","","5644","66052","2"
"198508","2023/5/30 16:25:00","5645","","2"
"187500","2022/10/19 10:48:05","5645","","2"
"16151","2021/3/31 14:29:58","5645","172511","1"
"15753","2021/3/31 14:29:58","5645","157277","1"
"15355","2021/3/31 14:29:58","5645","137950","1"
"14161","2021/3/31 14:29:58","5645","75477","2"
"13763","2021/3/31 14:29:58","5645","75443","2"
"14957","2021/3/31 14:29:58","5645","107636","2"
"14559","2021/3/31 14:29:58","5645","78799","2"
"12967","2021/3/31 14:29:58","5645","75378","2"
"12569","2021/3/31 14:29:58","5645","63679","2"
"13365","2021/3/31 14:29:58","5645","75442","2"
"12171","2021/3/31 14:29:58","5645","40547","2"
"11773","2021/3/31 14:29:58","5645","35344","2"
"197433","","5648","160172","2"
"188930","","5648","192153","2"
"192133","","5648","137916","2"
"195313","","5648","34078","2"
"196371","","5648","208438","2"
"187784","2022/10/19 10:48:05","5648","","2"
"191071","","5648","66533","2"
"193193","","5648","66134","2"
"194253","","5648","66052","2"
"197434","","5652","160172","2"
"188931","","5652","192153","2"
"192134","","5652","137916","2"
"195314","","5652","34078","2"
"196372","","5652","208438","2"
"187785","2022/10/19 10:48:05","5652","","2"
"191072","","5652","66533","2"
"16150","2021/3/31 14:29:58","5652","172511","1"
"15752","2021/3/31 14:29:58","5652","157277","1"
"15354","2021/3/31 14:29:58","5652","137950","1"
"14160","2021/3/31 14:29:58","5652","75477","2"
"13762","2021/3/31 14:29:58","5652","75443","2"
"14956","2021/3/31 14:29:58","5652","107636","2"
"14558","2021/3/31 14:29:58","5652","78799","2"
"12966","2021/3/31 14:29:58","5652","75378","2"
"12568","2021/3/31 14:29:58","5652","63679","2"
"13364","2021/3/31 14:29:58","5652","75442","2"
"12170","2021/3/31 14:29:58","5652","40547","2"
"11772","2021/3/31 14:29:58","5652","35344","2"
"193194","","5652","66134","2"
"194254","","5652","66052","2"
"197435","","5655","160172","2"
"198808","2023/5/30 16:25:00","5655","","1"
"188932","","5655","192153","2"
"192135","","5655","137916","2"
"195315","","5655","34078","2"
"187531","2022/10/19 10:48:05","5655","","2"
"196373","","5655","208438","2"
"191073","","5655","66533","2"
"16149","2021/3/31 14:29:58","5655","172511","1"
"15751","2021/3/31 14:29:58","5655","157277","1"
"15353","2021/3/31 14:29:58","5655","137950","1"
"14159","2021/3/31 14:29:58","5655","75477","2"
"13761","2021/3/31 14:29:58","5655","75443","2"
"14955","2021/3/31 14:29:58","5655","107636","2"
"14557","2021/3/31 14:29:58","5655","78799","2"
"12965","2021/3/31 14:29:58","5655","75378","2"
"12567","2021/3/31 14:29:58","5655","63679","2"
"13363","2021/3/31 14:29:58","5655","75442","2"
"12169","2021/3/31 14:29:58","5655","40547","2"
"11771","2021/3/31 14:29:58","5655","35344","2"
"193195","","5655","66134","2"
"194255","","5655","66052","2"
"197436","","5663","160172","2"
"198518","2023/5/30 16:25:00","5663","","2"
"188933","","5663","192153","2"
"192136","","5663","137916","2"
"195316","","5663","34078","2"
"187534","2022/10/19 10:48:05","5663","","2"
"196374","","5663","208438","2"
"191074","","5663","66533","2"
"16148","2021/3/31 14:29:58","5663","172511","1"
"15750","2021/3/31 14:29:58","5663","157277","1"
"15352","2021/3/31 14:29:58","5663","137950","1"
"14158","2021/3/31 14:29:58","5663","75477","2"
"13760","2021/3/31 14:29:58","5663","75443","2"
"14954","2021/3/31 14:29:58","5663","107636","2"
"14556","2021/3/31 14:29:58","5663","78799","2"
"12964","2021/3/31 14:29:58","5663","75378","2"
"12566","2021/3/31 14:29:58","5663","63679","2"
"13362","2021/3/31 14:29:58","5663","75442","2"
"12168","2021/3/31 14:29:58","5663","40547","2"
"11770","2021/3/31 14:29:58","5663","35344","2"
"193196","","5663","66134","2"
"194256","","5663","66052","2"
"197437","","5665","160172","2"
"198836","2023/5/30 16:25:00","5665","","1"
"188934","","5665","192153","2"
"192137","","5665","137916","2"
"195317","","5665","34078","2"
"196375","","5665","208438","2"
"191075","","5665","66533","2"
"193197","","5665","66134","2"
"194257","","5665","66052","2"
"197438","","5668","160172","2"
"188935","","5668","192153","2"
"192138","","5668","137916","2"
"195318","","5668","34078","2"
"196376","","5668","208438","2"
"191076","","5668","66533","2"
"16147","2021/3/31 14:29:58","5668","172511","1"
"15749","2021/3/31 14:29:58","5668","157277","1"
"15351","2021/3/31 14:29:58","5668","137950","1"
"14157","2021/3/31 14:29:58","5668","75477","2"
"13759","2021/3/31 14:29:58","5668","75443","2"
"14953","2021/3/31 14:29:58","5668","107636","2"
"14555","2021/3/31 14:29:58","5668","78799","2"
"12963","2021/3/31 14:29:58","5668","75378","2"
"12565","2021/3/31 14:29:58","5668","63679","2"
"13361","2021/3/31 14:29:58","5668","75442","2"
"12167","2021/3/31 14:29:58","5668","40547","2"
"11769","2021/3/31 14:29:58","5668","35344","2"
"193198","","5668","66134","2"
"194258","","5668","66052","2"
"197439","","5669","160172","2"
"188936","","5669","192153","2"
"192139","","5669","137916","2"
"195319","","5669","34078","2"
"187363","2022/10/19 10:48:05","5669","","2"
"196377","","5669","208438","2"
"191077","","5669","66533","2"
"16146","2021/3/31 14:29:58","5669","172511","1"
"15748","2021/3/31 14:29:58","5669","157277","1"
"15350","2021/3/31 14:29:58","5669","137950","1"
"14156","2021/3/31 14:29:58","5669","75477","2"
"13758","2021/3/31 14:29:58","5669","75443","2"
"14952","2021/3/31 14:29:58","5669","107636","2"
"14554","2021/3/31 14:29:58","5669","78799","2"
"12962","2021/3/31 14:29:58","5669","75378","2"
"12564","2021/3/31 14:29:58","5669","63679","2"
"13360","2021/3/31 14:29:58","5669","75442","2"
"12166","2021/3/31 14:29:58","5669","40547","2"
"11768","2021/3/31 14:29:58","5669","35344","2"
"193199","","5669","66134","2"
"194259","","5669","66052","2"
"187787","2022/10/19 10:48:05","5681","","2"
"197440","","5683","160172","2"
"198479","2023/5/30 16:25:00","5683","","2"
"188937","","5683","192153","2"
"192140","","5683","137916","2"
"195320","","5683","34078","2"
"196378","","5683","208438","2"
"187788","2022/10/19 10:48:05","5683","","2"
"191078","","5683","66533","2"
"16145","2021/3/31 14:29:58","5683","172511","1"
"15747","2021/3/31 14:29:58","5683","157277","1"
"15349","2021/3/31 14:29:58","5683","137950","1"
"14155","2021/3/31 14:29:58","5683","75477","2"
"13757","2021/3/31 14:29:58","5683","75443","2"
"14951","2021/3/31 14:29:58","5683","107636","2"
"14553","2021/3/31 14:29:58","5683","78799","2"
"12961","2021/3/31 14:29:58","5683","75378","2"
"12563","2021/3/31 14:29:58","5683","63679","2"
"13359","2021/3/31 14:29:58","5683","75442","2"
"12165","2021/3/31 14:29:58","5683","40547","2"
"11767","2021/3/31 14:29:58","5683","35344","2"
"193200","","5683","66134","2"
"194260","","5683","66052","2"
"197441","","5705","160172","2"
"198809","2023/5/30 16:25:00","5705","","1"
"188938","","5705","192153","2"
"192141","","5705","137916","2"
"195321","","5705","34078","2"
"196379","","5705","208438","2"
"191079","","5705","66533","2"
"16144","2021/3/31 14:29:58","5705","172511","1"
"15746","2021/3/31 14:29:58","5705","157277","1"
"15348","2021/3/31 14:29:58","5705","137950","1"
"14154","2021/3/31 14:29:58","5705","75477","2"
"13756","2021/3/31 14:29:58","5705","75443","2"
"14950","2021/3/31 14:29:58","5705","107636","2"
"14552","2021/3/31 14:29:58","5705","78799","2"
"12960","2021/3/31 14:29:58","5705","75378","2"
"12562","2021/3/31 14:29:58","5705","63679","2"
"13358","2021/3/31 14:29:58","5705","75442","2"
"12164","2021/3/31 14:29:58","5705","40547","2"
"11766","2021/3/31 14:29:58","5705","35344","2"
"193201","","5705","66134","2"
"194261","","5705","66052","2"
"198478","2023/5/30 16:25:00","5738","","2"
"187790","2022/10/19 10:48:05","5738","","2"
"15212","2021/3/31 14:29:58","5773","137950","1"
"16008","2021/3/31 14:29:58","5773","172511","1"
"15610","2021/3/31 14:29:58","5773","157277","1"
"14416","2021/3/31 14:29:58","5773","78799","1"
"14018","2021/3/31 14:29:58","5773","75477","1"
"13620","2021/3/31 14:29:58","5773","75443","1"
"14814","2021/3/31 14:29:58","5773","107636","1"
"12028","2021/3/31 14:29:58","5773","40547","1"
"12824","2021/3/31 14:29:58","5773","75378","1"
"13222","2021/3/31 14:29:58","5773","75442","1"
"12426","2021/3/31 14:29:58","5773","63679","1"
"11630","2021/3/31 14:29:58","5773","35344","1"
"197442","","5783","160172","2"
"188939","","5783","192153","2"
"192142","","5783","137916","2"
"195322","","5783","34078","2"
"196380","","5783","208438","2"
"191080","","5783","66533","2"
"193202","","5783","66134","2"
"194262","","5783","66052","2"
"187792","2022/10/19 10:48:05","5787","","2"
"197443","","5804","160172","2"
"188940","","5804","192153","2"
"192143","","5804","137916","2"
"195323","","5804","34078","2"
"196381","","5804","208438","2"
"191081","","5804","66533","2"
"193203","","5804","66134","2"
"194263","","5804","66052","2"
"197444","","5807","160172","2"
"188941","","5807","192153","2"
"192144","","5807","137916","2"
"195324","","5807","34078","2"
"196382","","5807","208438","2"
"187616","2022/10/19 10:48:05","5807","","2"
"191082","","5807","66533","2"
"16143","2021/3/31 14:29:58","5807","172511","1"
"15745","2021/3/31 14:29:58","5807","157277","1"
"15347","2021/3/31 14:29:58","5807","137950","1"
"14153","2021/3/31 14:29:58","5807","75477","2"
"13755","2021/3/31 14:29:58","5807","75443","2"
"14949","2021/3/31 14:29:58","5807","107636","2"
"14551","2021/3/31 14:29:58","5807","78799","2"
"12959","2021/3/31 14:29:58","5807","75378","2"
"12561","2021/3/31 14:29:58","5807","63679","2"
"13357","2021/3/31 14:29:58","5807","75442","2"
"12163","2021/3/31 14:29:58","5807","40547","2"
"11765","2021/3/31 14:29:58","5807","35344","2"
"193204","","5807","66134","2"
"194264","","5807","66052","2"
"16142","2021/3/31 14:29:58","5816","172511","1"
"15744","2021/3/31 14:29:58","5816","157277","1"
"15346","2021/3/31 14:29:58","5816","137950","1"
"14152","2021/3/31 14:29:58","5816","75477","2"
"13754","2021/3/31 14:29:58","5816","75443","2"
"14948","2021/3/31 14:29:58","5816","107636","2"
"14550","2021/3/31 14:29:58","5816","78799","2"
"12958","2021/3/31 14:29:58","5816","75378","2"
"12560","2021/3/31 14:29:58","5816","63679","2"
"13356","2021/3/31 14:29:58","5816","75442","2"
"12162","2021/3/31 14:29:58","5816","40547","2"
"11764","2021/3/31 14:29:58","5816","35344","2"
"197445","","5821","160172","2"
"188942","","5821","192153","2"
"192145","","5821","137916","2"
"195325","","5821","34078","2"
"187369","2022/10/19 10:48:05","5821","","2"
"196383","","5821","208438","2"
"191083","","5821","66533","2"
"193205","","5821","66134","2"
"194265","","5821","66052","2"
"15205","2021/3/31 14:29:58","5835","137950","1"
"16001","2021/3/31 14:29:58","5835","172511","1"
"15603","2021/3/31 14:29:58","5835","157277","1"
"14409","2021/3/31 14:29:58","5835","78799","2"
"14011","2021/3/31 14:29:58","5835","75477","1"
"13613","2021/3/31 14:29:58","5835","75443","1"
"14807","2021/3/31 14:29:58","5835","107636","2"
"12021","2021/3/31 14:29:58","5835","40547","2"
"12817","2021/3/31 14:29:58","5835","75378","2"
"13215","2021/3/31 14:29:58","5835","75442","2"
"12419","2021/3/31 14:29:58","5835","63679","2"
"11623","2021/3/31 14:29:58","5835","35344","2"
"198672","2023/5/30 16:25:00","5891","","2"
"187793","2022/10/19 10:48:05","5891","","2"
"16141","2021/3/31 14:29:58","5891","172511","1"
"15743","2021/3/31 14:29:58","5891","157277","1"
"15345","2021/3/31 14:29:58","5891","137950","1"
"14151","2021/3/31 14:29:58","5891","75477","2"
"13753","2021/3/31 14:29:58","5891","75443","2"
"14947","2021/3/31 14:29:58","5891","107636","2"
"14549","2021/3/31 14:29:58","5891","78799","2"
"12957","2021/3/31 14:29:58","5891","75378","2"
"12559","2021/3/31 14:29:58","5891","63679","2"
"13355","2021/3/31 14:29:58","5891","75442","2"
"12161","2021/3/31 14:29:58","5891","40547","2"
"11763","2021/3/31 14:29:58","5891","35344","2"
"197446","","5892","160172","2"
"198859","2023/5/30 16:25:00","5892","","1"
"188943","","5892","192153","2"
"192146","","5892","137916","2"
"195326","","5892","34078","2"
"196384","","5892","208438","2"
"187605","2022/10/19 10:48:05","5892","","2"
"191084","","5892","66533","2"
"193206","","5892","66134","2"
"194266","","5892","66052","2"
"197447","","5920","160172","2"
"198476","2023/5/30 16:25:00","5920","","2"
"188944","","5920","192153","2"
"192147","","5920","137916","2"
"195327","","5920","34078","2"
"196385","","5920","208438","2"
"187612","2022/10/19 10:48:05","5920","","2"
"191085","","5920","66533","2"
"16140","2021/3/31 14:29:58","5920","172511","1"
"15742","2021/3/31 14:29:58","5920","157277","1"
"15344","2021/3/31 14:29:58","5920","137950","1"
"14150","2021/3/31 14:29:58","5920","75477","2"
"13752","2021/3/31 14:29:58","5920","75443","2"
"14946","2021/3/31 14:29:58","5920","107636","2"
"14548","2021/3/31 14:29:58","5920","78799","2"
"12956","2021/3/31 14:29:58","5920","75378","2"
"12558","2021/3/31 14:29:58","5920","63679","2"
"13354","2021/3/31 14:29:58","5920","75442","2"
"12160","2021/3/31 14:29:58","5920","40547","2"
"11762","2021/3/31 14:29:58","5920","35344","2"
"193207","","5920","66134","2"
"194267","","5920","66052","2"
"197448","","5922","160172","2"
"198850","2023/5/30 16:25:00","5922","","1"
"188945","","5922","192153","2"
"192148","","5922","137916","2"
"195328","","5922","34078","2"
"187389","2022/10/19 10:48:05","5922","","2"
"196386","","5922","208438","2"
"191086","","5922","66533","2"
"16139","2021/3/31 14:29:58","5922","172511","1"
"15741","2021/3/31 14:29:58","5922","157277","1"
"15343","2021/3/31 14:29:58","5922","137950","1"
"14149","2021/3/31 14:29:58","5922","75477","2"
"13751","2021/3/31 14:29:58","5922","75443","2"
"14945","2021/3/31 14:29:58","5922","107636","2"
"14547","2021/3/31 14:29:58","5922","78799","2"
"12955","2021/3/31 14:29:58","5922","75378","2"
"13353","2021/3/31 14:29:58","5922","75442","2"
"12557","2021/3/31 14:29:58","5922","63679","2"
"12159","2021/3/31 14:29:58","5922","40547","2"
"11761","2021/3/31 14:29:58","5922","35344","2"
"193208","","5922","66134","2"
"194268","","5922","66052","2"
"197449","","5923","160172","2"
"198559","2023/5/30 16:25:00","5923","","2"
"188946","","5923","192153","2"
"192149","","5923","137916","2"
"195329","","5923","34078","2"
"196387","","5923","208438","2"
"187794","2022/10/19 10:48:05","5923","","2"
"191087","","5923","66533","2"
"193209","","5923","66134","2"
"194269","","5923","66052","2"
"197450","","5924","160172","2"
"198851","2023/5/30 16:25:00","5924","","1"
"188947","","5924","192153","2"
"192150","","5924","137916","2"
"195330","","5924","34078","2"
"196388","","5924","208438","2"
"187795","2022/10/19 10:48:05","5924","","2"
"191088","","5924","66533","2"
"16138","2021/3/31 14:29:58","5924","172511","1"
"15740","2021/3/31 14:29:58","5924","157277","1"
"15342","2021/3/31 14:29:58","5924","137950","1"
"14148","2021/3/31 14:29:58","5924","75477","2"
"13750","2021/3/31 14:29:58","5924","75443","2"
"14944","2021/3/31 14:29:58","5924","107636","2"
"14546","2021/3/31 14:29:58","5924","78799","2"
"12954","2021/3/31 14:29:58","5924","75378","2"
"13352","2021/3/31 14:29:58","5924","75442","2"
"12556","2021/3/31 14:29:58","5924","63679","2"
"12158","2021/3/31 14:29:58","5924","40547","2"
"11760","2021/3/31 14:29:58","5924","35344","2"
"193210","","5924","66134","2"
"194270","","5924","66052","2"
"15147","2021/3/31 14:29:58","5932","107636","2"
"15943","2021/3/31 14:29:58","5932","157277","1"
"16341","2021/3/31 14:29:58","5932","172511","1"
"15545","2021/3/31 14:29:58","5932","137950","1"
"14351","2021/3/31 14:29:58","5932","75477","2"
"13953","2021/3/31 14:29:58","5932","75443","2"
"14749","2021/3/31 14:29:58","5932","78799","2"
"11963","2021/3/31 14:29:58","5932","35344","2"
"13157","2021/3/31 14:29:58","5932","75378","2"
"12759","2021/3/31 14:29:58","5932","63679","2"
"13555","2021/3/31 14:29:58","5932","75442","2"
"12361","2021/3/31 14:29:58","5932","40547","2"
"198872","2023/5/30 16:25:00","5959","","1"
"197451","","5973","160172","2"
"198409","2023/5/30 16:25:00","5973","","2"
"188948","","5973","192153","2"
"192151","","5973","137916","2"
"195331","","5973","34078","2"
"187552","2022/10/19 10:48:05","5973","","2"
"196389","","5973","208438","2"
"191089","","5973","66533","2"
"193211","","5973","66134","2"
"194271","","5973","66052","2"
"197453","","5974","160172","2"
"188950","","5974","192153","2"
"192153","","5974","137916","2"
"195333","","5974","34078","2"
"196391","","5974","208438","2"
"191091","","5974","66533","2"
"193213","","5974","66134","2"
"194273","","5974","66052","2"
"15194","2021/3/31 14:29:58","5975","137950","1"
"15990","2021/3/31 14:29:58","5975","172511","1"
"15592","2021/3/31 14:29:58","5975","157277","1"
"14398","2021/3/31 14:29:58","5975","78799","2"
"14000","2021/3/31 14:29:58","5975","75477","2"
"14796","2021/3/31 14:29:58","5975","107636","2"
"12010","2021/3/31 14:29:58","5975","40547","2"
"12806","2021/3/31 14:29:58","5975","75378","2"
"13602","2021/3/31 14:29:58","5975","75443","2"
"13204","2021/3/31 14:29:58","5975","75442","2"
"12408","2021/3/31 14:29:58","5975","63679","2"
"11612","2021/3/31 14:29:58","5975","35344","2"
"198492","2023/5/30 16:25:00","5978","","2"
"198493","2023/5/30 16:25:00","5982","","2"
"197454","","5983","160172","2"
"198458","2023/5/30 16:25:00","5983","","2"
"188951","","5983","192153","2"
"192154","","5983","137916","2"
"195334","","5983","34078","2"
"187233","2022/10/19 10:48:05","5983","","2"
"196392","","5983","208438","2"
"191092","","5983","66533","2"
"16137","2021/3/31 14:29:58","5983","172511","1"
"15739","2021/3/31 14:29:58","5983","157277","1"
"15341","2021/3/31 14:29:58","5983","137950","1"
"14147","2021/3/31 14:29:58","5983","75477","1"
"13749","2021/3/31 14:29:58","5983","75443","1"
"14943","2021/3/31 14:29:58","5983","107636","2"
"14545","2021/3/31 14:29:58","5983","78799","2"
"12953","2021/3/31 14:29:58","5983","75378","2"
"13351","2021/3/31 14:29:58","5983","75442","2"
"12555","2021/3/31 14:29:58","5983","63679","2"
"12157","2021/3/31 14:29:58","5983","40547","2"
"11759","2021/3/31 14:29:58","5983","35344","2"
"193214","","5983","66134","2"
"194274","","5983","66052","2"
"197455","","5985","160172","2"
"198425","2023/5/30 16:25:00","5985","","2"
"188952","","5985","192153","2"
"192155","","5985","137916","2"
"195335","","5985","34078","2"
"187490","2022/10/19 10:48:05","5985","","2"
"196393","","5985","208438","2"
"191093","","5985","66533","2"
"193215","","5985","66134","2"
"194275","","5985","66052","2"
"198059","","5986","160172","2"
"198472","2023/5/30 16:25:00","5986","","2"
"189556","","5986","192153","2"
"192759","","5986","137916","2"
"195939","","5986","34078","2"
"196997","","5986","208438","2"
"16136","2021/3/31 14:29:58","5986","172511","1"
"15738","2021/3/31 14:29:58","5986","157277","1"
"191697","","5986","66533","2"
"15340","2021/3/31 14:29:58","5986","137950","1"
"14146","2021/3/31 14:29:58","5986","75477","2"
"13748","2021/3/31 14:29:58","5986","75443","2"
"14942","2021/3/31 14:29:58","5986","107636","2"
"14544","2021/3/31 14:29:58","5986","78799","2"
"12952","2021/3/31 14:29:58","5986","75378","2"
"13350","2021/3/31 14:29:58","5986","75442","2"
"12554","2021/3/31 14:29:58","5986","63679","2"
"12156","2021/3/31 14:29:58","5986","40547","2"
"11758","2021/3/31 14:29:58","5986","35344","2"
"193819","","5986","66134","2"
"194879","","5986","66052","2"
"198060","","5987","160172","2"
"198471","2023/5/30 16:25:00","5987","","2"
"189557","","5987","192153","2"
"192760","","5987","137916","2"
"195940","","5987","34078","2"
"196998","","5987","208438","2"
"191698","","5987","66533","2"
"193820","","5987","66134","2"
"194880","","5987","66052","2"
"197456","","5988","160172","2"
"198595","2023/5/30 16:25:00","5988","","2"
"188953","","5988","192153","2"
"192156","","5988","137916","2"
"195336","","5988","34078","2"
"187496","2022/10/19 10:48:05","5988","","2"
"196394","","5988","208438","2"
"191094","","5988","66533","2"
"16135","2021/3/31 14:29:58","5988","172511","1"
"15737","2021/3/31 14:29:58","5988","157277","1"
"15339","2021/3/31 14:29:58","5988","137950","1"
"14145","2021/3/31 14:29:58","5988","75477","2"
"13747","2021/3/31 14:29:58","5988","75443","2"
"14941","2021/3/31 14:29:58","5988","107636","2"
"14543","2021/3/31 14:29:58","5988","78799","2"
"12951","2021/3/31 14:29:58","5988","75378","2"
"13349","2021/3/31 14:29:58","5988","75442","2"
"12553","2021/3/31 14:29:58","5988","63679","2"
"12155","2021/3/31 14:29:58","5988","40547","2"
"11757","2021/3/31 14:29:58","5988","35344","2"
"193216","","5988","66134","2"
"194276","","5988","66052","2"
"197457","","6116","160172","2"
"188954","","6116","192153","2"
"192157","","6116","137916","2"
"195337","","6116","34078","2"
"196395","","6116","208438","2"
"187797","2022/10/19 10:48:05","6116","","2"
"191095","","6116","66533","2"
"193217","","6116","66134","2"
"194277","","6116","66052","2"
"197458","","6126","160172","2"
"188955","","6126","192153","2"
"192158","","6126","137916","2"
