"SEQID","CREDATE","GOODSID","PLACEPOINTID","XXSL"
"15087","2021/3/31 14:29:58","105101","107636","2"
"16281","2021/3/31 14:29:58","105101","172511","1"
"15883","2021/3/31 14:29:58","105101","157277","1"
"15485","2021/3/31 14:29:58","105101","137950","1"
"14291","2021/3/31 14:29:58","105101","75477","2"
"13893","2021/3/31 14:29:58","105101","75443","2"
"14689","2021/3/31 14:29:58","105101","78799","2"
"13097","2021/3/31 14:29:58","105101","75378","2"
"12699","2021/3/31 14:29:58","105101","63679","2"
"13495","2021/3/31 14:29:58","105101","75442","2"
"12301","2021/3/31 14:29:58","105101","40547","2"
"11903","2021/3/31 14:29:58","105101","35344","2"
"198310","","105541","160172","2"
"189807","","105541","192153","2"
"193010","","105541","137916","2"
"196190","","105541","34078","2"
"197248","","105541","208438","2"
"191948","","105541","66533","2"
"194070","","105541","66134","2"
"195130","","105541","66052","2"
"197767","","105602","160172","2"
"189264","","105602","192153","2"
"192467","","105602","137916","2"
"195647","","105602","34078","2"
"187550","2022/10/19 10:48:05","105602","","2"
"196705","","105602","208438","2"
"191405","","105602","66533","2"
"193527","","105602","66134","2"
"194587","","105602","66052","2"
"197768","","105670","160172","2"
"189265","","105670","192153","2"
"192468","","105670","137916","2"
"195648","","105670","34078","2"
"187124","2022/10/19 10:48:05","105670","","2"
"196706","","105670","208438","2"
"191406","","105670","66533","2"
"193528","","105670","66134","2"
"194588","","105670","66052","2"
"197769","","105754","160172","2"
"189266","","105754","192153","2"
"192469","","105754","137916","2"
"195649","","105754","34078","2"
"196707","","105754","208438","2"
"191407","","105754","66533","2"
"193529","","105754","66134","2"
"194589","","105754","66052","2"
"197770","","105770","160172","2"
"189267","","105770","192153","2"
"192470","","105770","137916","2"
"195650","","105770","34078","2"
"196708","","105770","208438","2"
"191408","","105770","66533","2"
"193530","","105770","66134","2"
"194590","","105770","66052","2"
"198756","2023/5/30 16:25:00","105828","","2"
"187411","2022/10/19 10:48:05","105828","","2"
"197771","","107248","160172","2"
"189268","","107248","192153","2"
"192471","","107248","137916","2"
"195651","","107248","34078","2"
"196709","","107248","208438","2"
"191409","","107248","66533","2"
"193531","","107248","66134","2"
"194591","","107248","66052","2"
"197772","","107587","160172","2"
"198420","2023/5/30 16:25:00","107587","","2"
"189269","","107587","192153","2"
"192472","","107587","137916","2"
"195652","","107587","34078","2"
"196710","","107587","208438","2"
"198906","2023/6/30 15:32:20","107587","","2"
"191410","","107587","66533","2"
"16086","2021/3/31 14:29:58","107587","172511","1"
"15688","2021/3/31 14:29:58","107587","157277","1"
"15290","2021/3/31 14:29:58","107587","137950","1"
"14096","2021/3/31 14:29:58","107587","75477","2"
"13698","2021/3/31 14:29:58","107587","75443","2"
"14892","2021/3/31 14:29:58","107587","107636","2"
"14494","2021/3/31 14:29:58","107587","78799","2"
"12106","2021/3/31 14:29:58","107587","40547","2"
"12902","2021/3/31 14:29:58","107587","75378","2"
"13300","2021/3/31 14:29:58","107587","75442","2"
"12504","2021/3/31 14:29:58","107587","63679","2"
"11708","2021/3/31 14:29:58","107587","35344","2"
"193532","","107587","66134","2"
"194592","","107587","66052","2"
"197773","","107947","160172","2"
"189270","","107947","192153","2"
"192473","","107947","137916","2"
"195653","","107947","34078","2"
"196711","","107947","208438","2"
"187987","2022/10/19 10:48:05","107947","","2"
"191411","","107947","66533","2"
"15081","2021/3/31 14:29:58","107947","107636","2"
"16275","2021/3/31 14:29:58","107947","172511","1"
"15877","2021/3/31 14:29:58","107947","157277","1"
"15479","2021/3/31 14:29:58","107947","137950","1"
"14285","2021/3/31 14:29:58","107947","75477","2"
"13887","2021/3/31 14:29:58","107947","75443","2"
"14683","2021/3/31 14:29:58","107947","78799","2"
"13091","2021/3/31 14:29:58","107947","75378","2"
"12693","2021/3/31 14:29:58","107947","63679","2"
"13489","2021/3/31 14:29:58","107947","75442","2"
"12295","2021/3/31 14:29:58","107947","40547","2"
"11897","2021/3/31 14:29:58","107947","35344","2"
"193533","","107947","66134","2"
"194593","","107947","66052","2"
"187266","2022/10/19 10:48:05","108430","","2"
"197774","","108547","160172","2"
"189271","","108547","192153","2"
"192474","","108547","137916","2"
"195654","","108547","34078","2"
"196712","","108547","208438","2"
"187988","2022/10/19 10:48:05","108547","","2"
"191412","","108547","66533","2"
"193534","","108547","66134","2"
"194594","","108547","66052","2"
"187989","2022/10/19 10:48:05","108707","","2"
"187990","2022/10/19 10:48:05","110575","","2"
"198980","2023/7/25 14:41:10","112207","","2"
"197775","","114590","160172","2"
"198550","2023/5/30 16:25:00","114590","","2"
"189272","","114590","192153","2"
"192475","","114590","137916","2"
"195655","","114590","34078","2"
"187341","2022/10/19 10:48:05","114590","","2"
"196713","","114590","208438","2"
"191413","","114590","66533","2"
"16085","2021/3/31 14:29:58","114590","172511","1"
"15687","2021/3/31 14:29:58","114590","157277","1"
"15289","2021/3/31 14:29:58","114590","137950","1"
"14095","2021/3/31 14:29:58","114590","75477","2"
"13697","2021/3/31 14:29:58","114590","75443","2"
"14891","2021/3/31 14:29:58","114590","107636","2"
"14493","2021/3/31 14:29:58","114590","78799","2"
"12105","2021/3/31 14:29:58","114590","40547","2"
"12901","2021/3/31 14:29:58","114590","75378","2"
"13299","2021/3/31 14:29:58","114590","75442","2"
"12503","2021/3/31 14:29:58","114590","63679","2"
"11707","2021/3/31 14:29:58","114590","35344","2"
"193535","","114590","66134","2"
"194595","","114590","66052","2"
"197776","","114596","160172","2"
"189273","","114596","192153","2"
"192476","","114596","137916","2"
"195656","","114596","34078","2"
"196714","","114596","208438","2"
"191414","","114596","66533","2"
"193536","","114596","66134","2"
"194596","","114596","66052","2"
"197777","","114627","160172","2"
"189274","","114627","192153","2"
"192477","","114627","137916","2"
"195657","","114627","34078","2"
"196715","","114627","208438","2"
"187991","2022/10/19 10:48:05","114627","","2"
"191415","","114627","66533","2"
"193537","","114627","66134","2"
"194597","","114627","66052","2"
"197778","","115830","160172","2"
"189275","","115830","192153","2"
"192478","","115830","137916","2"
"195658","","115830","34078","2"
"196716","","115830","208438","2"
"191416","","115830","66533","2"
"193538","","115830","66134","2"
"194598","","115830","66052","2"
"197779","","116288","160172","2"
"189276","","116288","192153","2"
"192479","","116288","137916","2"
"195659","","116288","34078","2"
"196717","","116288","208438","2"
"187993","2022/10/19 10:48:05","116288","","2"
"191417","","116288","66533","2"
"15100","2021/3/31 14:29:58","116288","107636","2"
"16294","2021/3/31 14:29:58","116288","172511","1"
"15896","2021/3/31 14:29:58","116288","157277","1"
"15498","2021/3/31 14:29:58","116288","137950","1"
"14304","2021/3/31 14:29:58","116288","75477","2"
"13906","2021/3/31 14:29:58","116288","75443","2"
"14702","2021/3/31 14:29:58","116288","78799","2"
"13110","2021/3/31 14:29:58","116288","75378","2"
"12712","2021/3/31 14:29:58","116288","63679","2"
"13508","2021/3/31 14:29:58","116288","75442","2"
"12314","2021/3/31 14:29:58","116288","40547","2"
"11916","2021/3/31 14:29:58","116288","35344","2"
"193539","","116288","66134","2"
"194599","","116288","66052","2"
"198762","2023/5/30 16:25:00","116647","","2"
"198500","2023/5/30 16:25:00","116649","","2"
"198555","2023/5/30 16:25:00","117867","","2"
"187452","2022/10/19 10:48:05","117867","","2"
"15226","2021/3/31 14:29:58","117867","137950","1"
"16022","2021/3/31 14:29:58","117867","172511","1"
"15624","2021/3/31 14:29:58","117867","157277","1"
"14430","2021/3/31 14:29:58","117867","78799","2"
"14032","2021/3/31 14:29:58","117867","75477","2"
"13634","2021/3/31 14:29:58","117867","75443","2"
"14828","2021/3/31 14:29:58","117867","107636","2"
"12042","2021/3/31 14:29:58","117867","40547","2"
"12838","2021/3/31 14:29:58","117867","75378","2"
"13236","2021/3/31 14:29:58","117867","75442","2"
"12440","2021/3/31 14:29:58","117867","63679","2"
"11644","2021/3/31 14:29:58","117867","35344","2"
"187994","2022/10/19 10:48:05","117931","","5"
"198663","2023/5/30 16:25:00","120128","","2"
"187996","2022/10/19 10:48:05","122387","","2"
"198000","","437870","160172","2"
"189497","","437870","192153","2"
"192700","","437870","137916","2"
"195880","","437870","34078","2"
"196938","","437870","208438","2"
"191638","","437870","66533","2"
"193760","","437870","66134","2"
"194820","","437870","66052","2"
"198215","","440036","160172","2"
"198654","2023/5/30 16:25:00","440036","","2"
"189712","","440036","192153","2"
"192915","","440036","137916","2"
"196095","","440036","34078","2"
"187495","2022/10/19 10:48:05","440036","","2"
"197153","","440036","208438","2"
"191853","","440036","66533","2"
"193975","","440036","66134","2"
"195035","","440036","66052","2"
"198938","2023/6/30 15:37:37","437700","","1"
"197780","","123087","160172","2"
"189277","","123087","192153","2"
"192480","","123087","137916","2"
"195660","","123087","34078","2"
"196718","","123087","208438","2"
"187997","2022/10/19 10:48:05","123087","","2"
"191418","","123087","66533","2"
"193540","","123087","66134","2"
"194600","","123087","66052","2"
"198613","2023/5/30 16:25:00","123127","","2"
"187998","2022/10/19 10:48:05","123468","","5"
"197781","","125927","160172","2"
"189278","","125927","192153","2"
"192481","","125927","137916","2"
"195661","","125927","34078","2"
"196719","","125927","208438","2"
"191419","","125927","66533","2"
"193541","","125927","66134","2"
"194601","","125927","66052","2"
"15134","2021/3/31 14:29:58","130887","107636","2"
"15930","2021/3/31 14:29:58","130887","157277","1"
"16328","2021/3/31 14:29:58","130887","172511","1"
"15532","2021/3/31 14:29:58","130887","137950","1"
"14338","2021/3/31 14:29:58","130887","75477","1"
"13940","2021/3/31 14:29:58","130887","75443","1"
"14736","2021/3/31 14:29:58","130887","78799","2"
"11950","2021/3/31 14:29:58","130887","35344","2"
"13144","2021/3/31 14:29:58","130887","75378","2"
"12746","2021/3/31 14:29:58","130887","63679","2"
"13542","2021/3/31 14:29:58","130887","75442","2"
"12348","2021/3/31 14:29:58","130887","40547","2"
"187999","2022/10/19 10:48:05","134187","","2"
"187337","2022/10/19 10:48:05","134507","","2"
"198032","","135548","160172","2"
"189529","","135548","192153","2"
"192732","","135548","137916","2"
"195912","","135548","34078","2"
"196970","","135548","208438","2"
"191670","","135548","66533","2"
"193792","","135548","66134","2"
"194852","","135548","66052","2"
"197782","","139087","160172","2"
"198556","2023/5/30 16:25:00","139087","","2"
"189279","","139087","192153","2"
"192482","","139087","137916","2"
"195662","","139087","34078","2"
"187332","2022/10/19 10:48:05","139087","","2"
"196720","","139087","208438","2"
"191420","","139087","66533","2"
"193542","","139087","66134","2"
"194602","","139087","66052","2"
"198596","2023/5/30 16:25:00","139375","","2"
"188651","2023/4/27 9:28:44","140948","","1"
"197784","","141947","160172","2"
"189281","","141947","192153","2"
"192484","","141947","137916","2"
"195664","","141947","34078","2"
"196722","","141947","208438","2"
"188001","2022/10/19 10:48:05","141947","","2"
"191422","","141947","66533","2"
"193544","","141947","66134","2"
"194604","","141947","66052","2"
"198686","2023/5/30 16:25:00","142153","","2"
"198907","2023/6/30 15:32:37","142153","","2"
"198908","2023/6/30 15:32:41","142177","","2"
"197785","","142767","160172","2"
"198576","2023/5/30 16:25:00","142767","","2"
"189282","","142767","192153","2"
"192485","","142767","137916","2"
"195665","","142767","34078","2"
"187205","2022/10/19 10:48:05","142767","","1"
"196723","","142767","208438","2"
"191423","","142767","66533","2"
"15242","2021/3/31 14:29:58","142767","137950","1"
"16038","2021/3/31 14:29:58","142767","172511","1"
"15640","2021/3/31 14:29:58","142767","157277","1"
"14048","2021/3/31 14:29:58","142767","75477","2"
"13650","2021/3/31 14:29:58","142767","75443","2"
"14844","2021/3/31 14:29:58","142767","107636","2"
"14446","2021/3/31 14:29:58","142767","78799","2"
"12058","2021/3/31 14:29:58","142767","40547","2"
"12854","2021/3/31 14:29:58","142767","75378","2"
"13252","2021/3/31 14:29:58","142767","75442","2"
"12456","2021/3/31 14:29:58","142767","63679","2"
"11660","2021/3/31 14:29:58","142767","35344","2"
"193545","","142767","66134","2"
"194605","","142767","66052","2"
"197786","","144807","160172","2"
"189283","","144807","192153","2"
"192486","","144807","137916","2"
"195666","","144807","34078","2"
"196724","","144807","208438","2"
"191424","","144807","66533","2"
"193546","","144807","66134","2"
"194606","","144807","66052","2"
"197787","","145467","160172","2"
"189284","","145467","192153","2"
"192487","","145467","137916","2"
"195667","","145467","34078","2"
"187582","2022/10/19 10:48:05","145467","","2"
"196725","","145467","208438","2"
"191425","","145467","66533","2"
"193547","","145467","66134","2"
"194607","","145467","66052","2"
"187169","2022/10/19 10:48:05","145567","","2"
"197788","","147911","160172","2"
"198825","2023/5/30 16:25:00","147911","","1"
"189285","","147911","192153","2"
"192488","","147911","137916","2"
"195668","","147911","34078","2"
"187252","2022/10/19 10:48:05","147911","","2"
"196726","","147911","208438","2"
"191426","","147911","66533","2"
"193548","","147911","66134","2"
"194608","","147911","66052","2"
"197789","","148687","160172","2"
"189286","","148687","192153","2"
"192489","","148687","137916","2"
"195669","","148687","34078","2"
"196727","","148687","208438","2"
"191427","","148687","66533","2"
"193549","","148687","66134","2"
"194609","","148687","66052","2"
"188573","2023/3/30 23:09:31","438954","","50"
"187488","2022/10/19 10:48:05","439041","","2"
"198168","","439903","160172","2"
"189665","","439903","192153","2"
"192868","","439903","137916","2"
"196048","","439903","34078","2"
"197106","","439903","208438","2"
"191806","","439903","66533","2"
"193928","","439903","66134","2"
"194988","","439903","66052","2"
"198002","","439508","160172","2"
"189499","","439508","192153","2"
"192702","","439508","137916","2"
"195882","","439508","34078","2"
"196940","","439508","208438","2"
"191640","","439508","66533","2"
"193762","","439508","66134","2"
"194822","","439508","66052","2"
"198003","","439658","160172","2"
"189500","","439658","192153","2"
"192703","","439658","137916","2"
"195883","","439658","34078","2"
"196941","","439658","208438","2"
"191641","","439658","66533","2"
"193763","","439658","66134","2"
"194823","","439658","66052","2"
"188125","2022/10/19 10:48:05","438442","","2"
"198537","2023/5/30 16:25:00","438550","","2"
"198251","","438638","160172","2"
"189748","","438638","192153","2"
"192951","","438638","137916","2"
"196131","","438638","34078","2"
"198939","2023/6/30 15:40:10","438638","","2"
